,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
26162,Monahans (1938),16718,Valid,"Iron, IIF",27900.0,Found,1938.0,31.48333,-102.88333,"(31.48333, -102.88333)"
26165,Monticello,16728,Valid,Howardite,210.0,Found,1982.0,36.95,-84.9,"(36.95, -84.9)"
26167,Monument Draw,16732,Valid,Acapulcoite,524.5,Found,1985.0,32.50333,-102.74333,"(32.50333, -102.74333)"
26173,Moriarty,16744,Valid,L,330.0,Found,1975.0,34.98333,-106.05,"(34.98333, -106.05)"
26174,Morito,16745,Valid,"Iron, IIIAB",10100000.0,Found,1600.0,27.05,-105.43333,"(27.05, -105.43333)"
26175,Morland,16746,Valid,H6,295000.0,Found,1890.0,39.33333,-100.06667,"(39.33333, -100.06667)"
26178,Morrill,16749,Valid,"Iron, IAB-an",1387.0,Found,1920.0,42.18333,-103.93333,"(42.18333, -103.93333)"
26179,Morristown,16750,Valid,Mesosiderite-A3,16300.0,Found,1887.0,36.2,-83.38333,"(36.2, -83.38333)"
26182,Morrow County,51707,Valid,L6,18200.0,Found,1999.0,45.5,-119.5,"(45.5, -119.5)"
26183,Morton,16753,Valid,H6,6400.0,Found,1980.0,33.71667,-102.76667,"(33.71667, -102.76667)"
26186,Mosca,16755,Valid,L6,6220.0,Found,1942.0,37.63333,-105.83333,"(37.63333, -105.83333)"
26188,Mosquero,16757,Valid,H4,1800.0,Found,1963.0,35.75,-103.93333,"(35.75, -103.93333)"
26209,Mount Joy,16779,Valid,"Iron, IIAB",384000.0,Found,1887.0,39.78333,-77.21667,"(39.78333, -77.21667)"
26214,Mount Morris (New York),16782,Valid,H,12.5,Found,1897.0,42.7,-77.88333,"(42.7, -77.88333)"
26215,Mount Morris (Wisconsin),16783,Valid,"Iron, IAB-an",676.0,Found,1937.0,44.0,-89.25,"(44.0, -89.25)"
26216,Mount Ouray,16784,Valid,"Iron, IID",900.0,Found,1898.0,38.41667,-106.21667,"(38.41667, -106.21667)"
26253,Mount Vernon,16806,Valid,"Pallasite, PMG",159000.0,Found,1868.0,36.93333,-87.4,"(36.93333, -87.4)"
26286,Mud Dry Lake,16840,Valid,H3,18255.0,Found,2002.0,37.8594,-117.02097,"(37.8594, -117.02097)"
26292,Mulberry Draw,16845,Valid,L5,9716.0,Found,1963.0,35.63333,-100.13333,"(35.63333, -100.13333)"
26293,Muleshoe,16846,Valid,H4/6,3600.0,Found,1972.0,34.12167,-102.695,"(34.12167, -102.695)"
26321,Murfreesboro,16877,Valid,"Iron, ungrouped",8600.0,Found,1847.0,35.83333,-86.41667,"(35.83333, -86.41667)"
26323,Muroc,16879,Valid,L,18.4,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)"
26324,Muroc Dry Lake,16880,Valid,L6,223.0,Found,1936.0,34.91667,-117.83333,"(34.91667, -117.83333)"
26325,Murphy,16881,Valid,"Iron, IIAB",7700.0,Found,1899.0,35.1,-84.03333,"(35.1, -84.03333)"
26329,Myersville,16886,Valid,OC,5397.0,Found,1969.0,28.95,-97.40278,"(28.95, -97.40278)"
26343,Naruna (a),16916,Valid,H4,672.3,Found,1935.0,30.95,-98.26667,"(30.95, -98.26667)"
26344,Naruna (b),16917,Valid,H4,513.3,Found,1942.0,30.95,-98.28333,"(30.95, -98.28333)"
26347,Nashville (iron),16920,Valid,Iron,18000.0,Found,1934.0,35.96667,-77.96667,"(35.96667, -77.96667)"
26348,Nashville (stone),16921,Valid,L6,25000.0,Found,1939.0,37.45,-98.41667,"(37.45, -98.41667)"
26349,Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,1921.0,35.33333,-109.5,"(35.33333, -109.5)"
26350,Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,2004.0,32.5,-111.28,"(32.5, -111.28)"
26351,Nazareth (a),16928,Valid,L6,44.0,Found,1938.0,34.5,-102.25,"(34.5, -102.25)"
26352,Nazareth (b),16929,Valid,L6,3600.0,Found,1967.0,34.5,-102.25,"(34.5, -102.25)"
26353,Nazareth (c),16930,Valid,H5,222.0,Found,1970.0,34.58333,-102.08333,"(34.58333, -102.08333)"
26354,Nazareth (d),16931,Valid,H6,1500.0,Found,1968.0,34.58333,-102.08333,"(34.58333, -102.08333)"
26355,Nazareth (e),16932,Valid,H6,13100.0,Found,1977.0,34.58333,-102.05,"(34.58333, -102.05)"
26356,Nazareth (iron),16933,Valid,"Iron, IIIAB",11310.0,Found,1968.0,34.52667,-102.105,"(34.52667, -102.105)"
26357,Needles,16936,Valid,"Iron, IID",45300.0,Found,1962.0,34.44417,-114.8325,"(34.44417, -114.8325)"
26358,Needmore,16937,Valid,OC,1793.0,Found,1976.0,34.04472,-102.79917,"(34.04472, -102.79917)"
26359,Neenach,16938,Valid,L6,13800.0,Found,1948.0,34.8,-118.5,"(34.8, -118.5)"
26361,Nelson County,16942,Valid,"Iron, IIIF",73030.0,Found,1856.0,37.75,-85.5,"(37.75, -85.5)"
26364,Ness County (1894),16946,Valid,L6,82000.0,Found,1894.0,38.5,-99.6,"(38.5, -99.6)"
26365,Ness County (1938),16947,Valid,H4,652.0,Found,1938.0,38.48333,-99.91667,"(38.48333, -99.91667)"
26368,New Almelo,16951,Valid,L5,8000.0,Found,1917.0,39.66667,-100.0,"(39.66667, -100.0)"
26369,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922.0,40.0,-78.85,"(40.0, -78.85)"
26370,New Deal,52094,Valid,H6,266.0,Found,2010.0,33.721,-101.8389,"(33.721, -101.8389)"
26371,New Leipzig,16955,Valid,"Iron, IAB-MG",20000.0,Found,1936.0,46.36667,-101.95,"(46.36667, -101.95)"
26372,New Lynn,16956,Valid,L6,800.0,Found,1986.0,33.17,-101.63833,"(33.17, -101.63833)"
26373,New Mexico,16957,Valid,Iron,130.0,Found,1935.0,34.5,-107.0,"(34.5, -107.0)"
26374,New Moore (a),16958,Valid,OC,100.3,Found,1972.0,33.11667,-102.11667,"(33.11667, -102.11667)"
26375,New Moore (b),16959,Valid,OC,200.0,Found,1975.0,33.11833,-102.11333,"(33.11833, -102.11333)"
26376,New Raymer,30758,Valid,LL4,3400.0,Found,1995.0,40.62583,-103.84033,"(40.62583, -103.84033)"
26377,New Westville,16961,Valid,"Iron, IVA",4800.0,Found,1941.0,39.8,-84.81667,"(39.8, -84.81667)"
26379,Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,1923.0,35.6,-91.26667,"(35.6, -91.26667)"
26380,Newsom,16963,Valid,L6,892.0,Found,1939.0,37.6,-105.83333,"(37.6, -105.83333)"
26381,Niagara,16969,Valid,"Iron, IAB-sLL",115.0,Found,1879.0,48.0,-97.93333,"(48.0, -97.93333)"
26391,Norcateur,16991,Valid,L6,3200.0,Found,1940.0,39.81667,-100.2,"(39.81667, -100.2)"
26392,Nordheim,16992,Valid,"Iron, ungrouped",15150.0,Found,1932.0,28.86667,-97.61667,"(28.86667, -97.61667)"
26393,Norfolk,16993,Valid,"Iron, IIIAB",23000.0,Found,1907.0,36.9,-76.3,"(36.9, -76.3)"
26396,Norristown,16997,Valid,"Iron, IIIAB",4200.0,Found,1965.0,32.51667,-82.55,"(32.51667, -82.55)"
26406,Northampton,17009,Valid,Iron,353.0,Found,1963.0,42.31667,-72.63333,"(42.31667, -72.63333)"
26407,Northbranch,17010,Valid,H5,76000.0,Found,1972.0,39.99167,-98.34167,"(39.99167, -98.34167)"
30919,Nuevo Laredo,17937,Valid,Eucrite-mmict,500.0,Found,1950.0,27.5,-99.5,"(27.5, -99.5)"
30927,Ocate,48976,Valid,"Iron, IAB-MG",6400.0,Found,1986.0,36.29533,-105.04833,"(36.29533, -105.04833)"
30955,Oakley (iron),17972,Valid,"Iron, IIIF",111000.0,Found,1926.0,42.33333,-113.7,"(42.33333, -113.7)"
30956,Oakley (stone),17973,Valid,H6,27700.0,Found,1895.0,38.95,-101.01667,"(38.95, -101.01667)"
30957,Oasis State Park,17974,Valid,OC,606.0,Found,1968.0,34.22833,-103.35833,"(34.22833, -103.35833)"
30958,Oberlin,17975,Valid,LL5,2500.0,Found,1911.0,39.8,-100.51667,"(39.8, -100.51667)"
30960,Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990.0,32.83333,-116.06667,"(32.83333, -116.06667)"
30961,Octave Mine,35633,Valid,H5,1304.2,Found,2004.0,34.13228,-112.70225,"(34.13228, -112.70225)"
30966,Odessa (iron),17985,Valid,"Iron, IAB-MG",1600000.0,Found,1922.0,31.71667,-102.4,"(31.71667, -102.4)"
30968,O'Donnell,17987,Valid,H5,12700.0,Found,1992.0,32.91217,-101.91867,"(32.91217, -101.91867)"
30969,Ogallala,17992,Valid,"Iron, IAB-sLL",3300.0,Found,1918.0,41.16667,-101.66667,"(41.16667, -101.66667)"
30971,Okechobee,18001,Valid,L4,1000.0,Found,1916.0,26.68333,-80.8,"(26.68333, -80.8)"
30972,Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854.0,33.5,-89.0,"(33.5, -89.0)"
30973,Old Dominion Mine,18004,Valid,H4,42.0,Found,2000.0,34.85958,-116.22113,"(34.85958, -116.22113)"
30977,Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,1976.0,34.46667,-115.23333,"(34.46667, -115.23333)"
30979,Oldman Mountain,56392,Valid,H5,198.96,Found,2008.0,33.67248,-114.2917,"(33.67248, -114.2917)"
30980,Oliver,18014,Valid,L6,6690.0,Found,1984.0,41.2,-103.68333,"(41.2, -103.68333)"
30981,Olton,18016,Valid,H3.5,953.0,Found,1948.0,34.16722,-102.13361,"(34.16722, -102.13361)"
31009,Oro Grande,18031,Valid,H5,513.0,Found,1971.0,32.37167,-106.25833,"(32.37167, -106.25833)"
31010,Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,1893.0,39.68333,-121.63333,"(39.68333, -121.63333)"
31011,Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,1895.0,33.63333,-106.38333,"(33.63333, -106.38333)"
31012,Oshkosh,18036,Valid,H,144.8,Found,1961.0,44.07694,-88.56278,"(44.07694, -88.56278)"
31013,Osseo,18037,Valid,"Iron, IAB complex",46300.0,Found,1931.0,47.63333,-80.08333,"(47.63333, -80.08333)"
31080,Otis,18044,Valid,L6,2600.0,Found,1940.0,38.53333,-99.05,"(38.53333, -99.05)"
31081,Otto,18047,Valid,H5,28.0,Found,1970.0,35.16667,-105.98333,"(35.16667, -105.98333)"
31087,Overland Park,18056,Valid,H4,1374.0,Found,1998.0,38.96667,-94.66667,"(38.96667, -94.66667)"
31088,Ovid,18057,Valid,H6,6169.0,Found,1939.0,40.96667,-102.4,"(40.96667, -102.4)"
31089,Ovid (b),31283,Valid,H5,860.0,Found,1943.0,40.75833,-102.375,"(40.75833, -102.375)"
31090,Owasco,18060,Valid,L6,168400.0,Found,1984.0,41.2,-103.68333,"(41.2, -103.68333)"
31091,Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,1913.0,37.46667,-118.0,"(37.46667, -118.0)"
31092,Oxford,18063,Valid,H5,6000.0,Found,1985.0,40.16667,-99.66667,"(40.16667, -99.66667)"
31095,Ozona,18066,Valid,H6,127500.0,Found,1929.0,30.73333,-101.3,"(30.73333, -101.3)"
31097,Page City,18070,Valid,"Iron, IVA",13630.0,Found,1980.0,39.16667,-101.28333,"(39.16667, -101.28333)"
31101,Palmersville,18078,Valid,H5,9979.0,Found,1908.0,36.4665,-88.60283,"(36.4665, -88.60283)"
31102,Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)"
31103,Palo Verde Mine,31284,Valid,L6,9158.0,Found,2004.0,34.71457,-114.19142,"(34.71457, -114.19142)"
31104,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935.0,34.9,-101.21667,"(34.9, -101.21667)"
31131,Panhandle,18096,Valid,H5,1360.0,Found,1969.0,35.33333,-101.38333,"(35.33333, -101.38333)"
31144,Park,18104,Valid,L6,13000.0,Found,1969.0,39.11,-100.36167,"(39.11, -100.36167)"
31146,Parma Canyon,18107,Valid,Iron,2150.0,Found,1940.0,43.8,-117.0,"(43.8, -117.0)"
31150,Patricia,18115,Valid,H5,14900.0,Found,1983.0,32.5,-102.03333,"(32.5, -102.03333)"
31334,Paulding County,18172,Valid,Iron,725.0,Found,1901.0,34.0,-84.8,"(34.0, -84.8)"
31336,Paymaster Mine,44796,Valid,L5,159.0,Found,2004.0,33.18667,-114.91783,"(33.18667, -114.91783)"
31337,Payson,18178,Valid,L6,1728.0,Found,2001.0,34.23333,-111.4,"(34.23333, -111.4)"
31338,Peck's Spring,18182,Valid,L5,1600.0,Found,1926.0,32.0,-102.0,"(32.0, -102.0)"
31977,Pedernales,34062,Valid,"Iron, IAB complex",691.0,Found,1980.0,30.33333,-98.95,"(30.33333, -98.95)"
31978,Peetz,18783,Valid,L6,11500.0,Found,1937.0,40.95,-103.08333,"(40.95, -103.08333)"
31980,Pelona Mountain,18785,Valid,H5,618.0,Found,1999.0,33.66667,-108.1,"(33.66667, -108.1)"
31982,Penokee,18788,Valid,H5,3580.0,Found,1947.0,39.35,-99.91667,"(39.35, -99.91667)"
31984,Pep,18791,Valid,OC,591.0,Found,1966.0,33.73,-102.57667,"(33.73, -102.57667)"
31985,Perryton,18794,Valid,LL6,2114.0,Found,1975.0,36.35333,-100.73167,"(36.35333, -100.73167)"
31986,Perryville,18795,Valid,"Iron, IIC",17500.0,Found,1906.0,37.73333,-89.85,"(37.73333, -89.85)"
31987,Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893.0,35.05,-84.23333,"(35.05, -84.23333)"
31991,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935.0,40.45,-102.38333,"(40.45, -102.38333)"
31993,Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,1952.0,33.2,-105.0,"(33.2, -105.0)"
31994,Pickens County,18815,Valid,H6,400.0,Found,1908.0,34.5,-84.5,"(34.5, -84.5)"
31996,Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917.0,37.86667,-100.66667,"(37.86667, -100.66667)"
31997,Pierceville (stone),18820,Valid,L6,2125.0,Found,1939.0,37.86667,-100.66667,"(37.86667, -100.66667)"
31999,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947.0,32.2,-111.0,"(32.2, -111.0)"
32000,Pine Bluffs,18824,Valid,H,2700.0,Found,1935.0,41.18333,-104.06667,"(41.18333, -104.06667)"
32002,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931.0,44.21667,-89.1,"(44.21667, -89.1)"
32005,Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,1928.0,32.66667,-105.1,"(32.66667, -105.1)"
32006,Pinto Mountains,18829,Valid,L6,17900.0,Found,1954.0,34.0,-115.78333,"(34.0, -115.78333)"
32007,Pipe Creek,18830,Valid,H6,13600.0,Found,1887.0,29.68333,-98.91667,"(29.68333, -98.91667)"
32010,Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850.0,40.43333,-80.0,"(40.43333, -80.0)"
32012,Plains,18839,Valid,H5,34300.0,Found,1964.0,33.28333,-102.76667,"(33.28333, -102.76667)"
32013,Plains (d),18840,Valid,H4,280.0,Found,1991.0,33.26667,-102.9,"(33.26667, -102.9)"
32014,Plainview (1917),18841,Valid,H5,700000.0,Found,1917.0,34.11667,-101.78333,"(34.11667, -101.78333)"
32015,Plainview (1950),18842,Valid,H,2200.0,Found,1950.0,34.11667,-101.78333,"(34.11667, -101.78333)"
32016,Plainview (c),18843,Valid,OC,631.0,Found,1963.0,34.125,-101.75667,"(34.125, -101.75667)"
32017,Plainview (d),18844,Valid,L6,700.0,Found,1979.0,34.1875,-101.70417,"(34.1875, -101.70417)"
32018,Plainview (e),54437,Valid,H5,1250.0,Found,2010.0,34.18513,-101.70558,"(34.18513, -101.70558)"
32026,Pleasanton,18848,Valid,H5,2300.0,Found,1935.0,38.18333,-94.71667,"(38.18333, -94.71667)"
32027,Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893.0,41.33333,-86.31667,"(41.33333, -86.31667)"
32032,Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000.0,Found,1956.0,36.5,-104.5,"(36.5, -104.5)"
32033,Point of Rocks (stone),18856,Valid,L6,800.0,Found,1954.0,36.5,-104.5,"(36.5, -104.5)"
32034,Poison Spring,18857,Valid,Iron,524.0,Found,1971.0,38.17,-110.36667,"(38.17, -110.36667)"
32037,Pony Creek,18866,Valid,H4,4642.0,Found,1947.0,31.66333,-99.95,"(31.66333, -99.95)"
32040,Portales (a),18871,Valid,H4,3240.0,Found,1967.0,34.06667,-103.5,"(34.06667, -103.5)"
32041,Portales (b),18872,Valid,L6,595.8,Found,1967.0,34.06667,-103.5,"(34.06667, -103.5)"
32042,Portales (c),18873,Valid,H4,6000.0,Found,1967.0,34.1,-103.41667,"(34.1, -103.41667)"
32043,Portis,18875,Valid,L,30.0,Found,1959.0,39.56667,-98.68333,"(39.56667, -98.68333)"
32045,Post,18877,Valid,L,2000.0,Found,1965.0,33.11667,-101.38333,"(33.11667, -101.38333)"
32046,Potter,18878,Valid,L6,261000.0,Found,1941.0,41.23333,-103.3,"(41.23333, -103.3)"
32047,Powell Peak 001,54561,Valid,H6,42.8,Found,2011.0,34.68222,-114.33046,"(34.68222, -114.33046)"
32048,Powell Peak 002,54526,Valid,L4,1062.0,Found,2008.0,34.7049,-114.34572,"(34.7049, -114.34572)"
32049,Powellsville,18880,Valid,H5,4310.0,Found,1990.0,38.66667,-82.78333,"(38.66667, -82.78333)"
32051,Prairie Dog Creek,18882,Valid,H3.7,2900.0,Found,1893.0,39.63333,-100.5,"(39.63333, -100.5)"
32056,Primm,18889,Valid,H5,3383.0,Found,1997.0,35.66667,-115.36667,"(35.66667, -115.36667)"
32058,Providence,18893,Valid,"Iron, IIIAB",6804.0,Found,1903.0,38.56667,-85.23333,"(38.56667, -85.23333)"
32059,Puente del Zacate,18894,Valid,"Iron, IIIAB",30790.0,Found,1904.0,27.86667,-101.5,"(27.86667, -101.5)"
32060,Puente-Ladron,18895,Valid,L,7.7,Found,1944.0,34.4,-106.85,"(34.4, -106.85)"
32062,Puerto Libertad,18897,Valid,L,66.0,Found,1973.0,29.9,-112.68333,"(29.9, -112.68333)"
32065,Purmela,32771,Valid,"Iron, IIF",4500.0,Found,1977.0,29.5,-98.05,"(29.5, -98.05)"
32066,Putnam County,18906,Valid,"Iron, IVA",32700.0,Found,1839.0,33.25,-83.25,"(33.25, -83.25)"
32071,Quartz Mountain,18910,Valid,"Iron, IIIAB",4832.0,Found,1935.0,37.2,-116.7,"(37.2, -116.7)"
32072,Quartzsite,35634,Valid,L4,69.7,Found,2002.0,33.68085,-114.1958,"(33.68085, -114.1958)"
35542,Quinn Canyon,22364,Valid,"Iron, IIIAB",1450000.0,Found,1908.0,38.08333,-115.53333,"(38.08333, -115.53333)"
35545,Rabbit Dry Lake,22366,Valid,L6,20.0,Found,2000.0,34.44567,-117.01083,"(34.44567, -117.01083)"
35548,Ragged Top,22370,Valid,H4,122.7,Found,1997.0,32.44667,-111.34667,"(32.44667, -111.34667)"
35549,Ragland,22372,Valid,LL3.4,12100.0,Found,1982.0,34.76778,-103.55,"(34.76778, -103.55)"
35550,Ragland Hill,56382,Valid,H5,11800.0,Found,1980.0,34.78333,-103.66667,"(34.78333, -103.66667)"
35844,Randsburg,44798,Valid,L5,112.9,Found,2005.0,35.4005,-117.66617,"(35.4005, -117.66617)"
35845,Ransom,22393,Valid,H4,15000.0,Found,1938.0,38.61667,-99.93333,"(38.61667, -99.93333)"
35849,Reager,22401,Valid,L6,230.0,Found,1948.0,39.78333,-100.0,"(39.78333, -100.0)"
35987,Red Dry Lake 002,22539,Valid,H6,21.5,Found,2001.0,35.65306,-114.02437,"(35.65306, -114.02437)"
35988,Red Dry Lake 003,22540,Valid,H6,94.0,Found,2001.0,35.64552,-114.03069,"(35.64552, -114.03069)"
35989,Red Dry Lake 004,22541,Valid,H6,13.5,Found,2001.0,35.6464,-114.02849,"(35.6464, -114.02849)"
35990,Red Dry Lake 005,22542,Valid,H6,12.0,Found,2001.0,35.64645,-114.02853,"(35.64645, -114.02853)"
35991,Red Dry Lake 006,22543,Valid,H4,40.0,Found,2001.0,35.62705,-114.04336,"(35.62705, -114.04336)"
35992,Red Dry Lake 009,22544,Valid,H3.6,13.0,Found,2001.0,35.62723,-114.04323,"(35.62723, -114.04323)"
35993,Red Dry Lake 022,22545,Valid,H6,17.0,Found,2002.0,35.66185,-114.0271,"(35.66185, -114.0271)"
35994,Red Dry Lake 023,22546,Valid,L5,5.9,Found,2002.0,35.66375,-114.02698,"(35.66375, -114.02698)"
35995,Red Dry Lake 024,31306,Valid,L5,17.9,Found,2003.0,35.69732,-114.032,"(35.69732, -114.032)"
35996,Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,2003.0,35.67947,-114.04338,"(35.67947, -114.04338)"
35997,Red Dry Lake 028,31308,Valid,H4,11.3,Found,2004.0,35.6448,-114.03452,"(35.6448, -114.03452)"
35998,Red Dry Lake 029,31309,Valid,H4,5.25,Found,2004.0,35.62682,-114.04373,"(35.62682, -114.04373)"
35999,Red Dry Lake 031,22547,Valid,H4,4.8,Found,2002.0,35.69733,-114.06167,"(35.69733, -114.06167)"
36000,Red Dry Lake 063,45969,Valid,H4,6.0,Found,2006.0,35.63333,-114.08333,"(35.63333, -114.08333)"
36001,Red Dry Lake 064,45970,Valid,H5,6.0,Found,2006.0,35.64133,-114.09,"(35.64133, -114.09)"
36002,Red Dry Lake 065,45971,Valid,L6,3.0,Found,2006.0,35.647,-114.0955,"(35.647, -114.0955)"
36003,Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009.0,35.65868,-114.02573,"(35.65868, -114.02573)"
36004,Red Dry Lake 068,52891,Valid,H4,26.2,Found,2008.0,35.64,-114.03285,"(35.64, -114.03285)"
36005,Red Dry Lake 071,52971,Valid,H6,4.35,Found,2010.0,35.62453,-114.04688,"(35.62453, -114.04688)"
36006,Red River,22548,Valid,"Iron, IIIAB",800000.0,Found,1808.0,32.0,-95.0,"(32.0, -95.0)"
36007,Red Rock,22549,Valid,"Iron, IIIAB",47600.0,Found,1976.0,35.41667,-117.91667,"(35.41667, -117.91667)"
36008,Red Willow,22550,Valid,Iron,2750.0,Found,1899.0,40.25,-100.5,"(40.25, -100.5)"
36011,Reed City,22552,Valid,"Iron, ungrouped",20000.0,Found,1895.0,43.86667,-85.51667,"(43.86667, -85.51667)"
36044,Renfrow,22588,Valid,L6,81600.0,Found,1986.0,36.98667,-97.555,"(36.98667, -97.555)"
36045,Republican River,22591,Valid,H4,135.0,Found,1942.0,40.08333,-98.91667,"(40.08333, -98.91667)"
36050,Rhineland,22595,Valid,H5,6240.0,Found,1961.0,33.53333,-99.61667,"(33.53333, -99.61667)"
36053,Richfield,22600,Valid,LL3.7,40800.0,Found,1983.0,37.22222,-101.68139,"(37.22222, -101.68139)"
36054,Richland,22601,Valid,"Iron, IIAB",50600.0,Found,1951.0,31.9,-96.4,"(31.9, -96.4)"
36055,Ridgecrest,22604,Valid,H5,9.69,Found,1958.0,35.58333,-117.56667,"(35.58333, -117.56667)"
36056,Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948.0,38.51667,-107.83333,"(38.51667, -107.83333)"
36062,Rio Rancho,55670,Valid,L6,1001.0,Found,2011.0,35.3,-106.63333,"(35.3, -106.63333)"
36065,Roach,22616,Valid,LL6,10.56,Found,1998.0,35.63333,-115.36667,"(35.63333, -115.36667)"
36066,Roach Dry Lake 002,22617,Valid,L6,5.0,Found,2000.0,35.65933,-115.37167,"(35.65933, -115.37167)"
36067,Roach Dry Lake 003,22618,Valid,H5,4.2,Found,2000.0,35.6717,-115.36722,"(35.6717, -115.36722)"
36068,Roach Dry Lake 006,22619,Valid,H6,6.53,Found,2001.0,35.68345,-115.34703,"(35.68345, -115.34703)"
36069,Roach Dry Lake 021,32763,Valid,H6,59.2,Found,2001.0,35.67298,-115.36717,"(35.67298, -115.36717)"
36070,Roach Dry Lake 027,22620,Valid,H5,18.65,Found,2002.0,35.68078,-115.34062,"(35.68078, -115.34062)"
36071,Roach Dry Lake 030,22621,Valid,EL6,10.13,Found,2002.0,35.67405,-115.36807,"(35.67405, -115.36807)"
36072,Roach Dry Lake 031,22622,Valid,H6,36.2,Found,2002.0,35.6701,-115.37248,"(35.6701, -115.37248)"
36073,Roach Dry Lake 064,22623,Valid,H6,18.26,Found,2002.0,35.67725,-115.3566,"(35.67725, -115.3566)"
36074,Roach Dry Lake 075,22624,Valid,H6,29.9,Found,2002.0,35.67355,-115.35067,"(35.67355, -115.35067)"
36075,Roach Dry Lake 113,52982,Valid,H5,39.6,Found,2010.0,35.66594,-115.37081,"(35.66594, -115.37081)"
36131,Roosevelt County 007,22662,Valid,H5,5.2,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)"
36186,Roosevelt County 008,22663,Valid,H5,25.3,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)"
36268,Roosevelt County 009,22664,Valid,H5,2.1,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)"
36280,Rock Creek,22638,Valid,L5,1641.0,Found,1980.0,34.42222,-101.4975,"(34.42222, -101.4975)"
36281,Rock Springs,22639,Valid,L6,52.7,Found,2003.0,41.65,-109.025,"(41.65, -109.025)"
36282,Rodeo,22643,Valid,"Iron, IID",44000.0,Found,1852.0,25.33333,-104.66667,"(25.33333, -104.66667)"
36284,Rogers,22645,Valid,L,982.0,Found,1974.0,34.065,-103.40833,"(34.065, -103.40833)"
36285,Rolla (1936),22646,Valid,H5,440.0,Found,1936.0,37.11667,-101.6,"(37.11667, -101.6)"
36286,Rolla (1939),22647,Valid,H4,207.5,Found,1939.0,37.11667,-101.6,"(37.11667, -101.6)"
36287,Rolla (1941),22648,Valid,H5,435.0,Found,1941.0,37.08333,-101.6,"(37.08333, -101.6)"
36288,Rolla (d),22649,Valid,H,50.0,Found,1942.0,37.08333,-101.6,"(37.08333, -101.6)"
36290,Romero,22651,Valid,H4,17200.0,Found,1938.0,35.76667,-102.95,"(35.76667, -102.95)"
36294,Roosevelt,22655,Valid,H3.4,5200.0,Found,1972.0,34.86667,-98.95,"(34.86667, -98.95)"
36295,Roosevelt County 001,22656,Valid,H3.8,462.0,Found,1968.0,33.78333,-103.56667,"(33.78333, -103.56667)"
36296,Roosevelt County 002,22657,Valid,L6,18.2,Found,1973.0,33.71667,-103.65,"(33.71667, -103.65)"
36297,Roosevelt County 003,22658,Valid,H5,30.3,Found,1976.0,33.88333,-103.56667,"(33.88333, -103.56667)"
36298,Roosevelt County 004,22659,Valid,L6,882.0,Found,1977.0,34.08333,-103.5,"(34.08333, -103.5)"
36299,Roosevelt County 005,22660,Valid,L6,12.0,Found,1978.0,34.21667,-103.28333,"(34.21667, -103.28333)"
36300,Roosevelt County 006,22661,Valid,L6,9.7,Found,1979.0,34.08333,-103.5,"(34.08333, -103.5)"
36301,Roosevelt County 010,22665,Valid,L4,23.6,Found,1979.0,33.08333,-103.5,"(33.08333, -103.5)"
36302,Roosevelt County 011,22666,Valid,H5,2.9,Found,1980.0,33.75,-103.13333,"(33.75, -103.13333)"
36303,Roosevelt County 012,22667,Valid,H5,173.1,Found,1981.0,34.1,-103.48333,"(34.1, -103.48333)"
36304,Roosevelt County 013,22668,Valid,H5,35.2,Found,1981.0,34.1,-103.48333,"(34.1, -103.48333)"
36305,Roosevelt County 014,22669,Valid,L5,74.7,Found,1981.0,34.1,-103.48333,"(34.1, -103.48333)"
