,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
5085,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970.0,41.0,-97.53333,"(41.0, -97.53333)"
5089,Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,"(33.58333, -99.8)"
5090,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,"(43.5, -101.25)"
5094,Bethel (a),5030,Valid,OC,18.3,Found,1968.0,34.23333,-103.38333,"(34.23333, -103.38333)"
5095,Bethel (b),5031,Valid,H4,56.8,Found,1968.0,34.24667,-103.395,"(34.24667, -103.395)"
5096,Bethune,5033,Valid,EH4/5,67.0,Found,1941.0,39.3,-102.41667,"(39.3, -102.41667)"
5102,Big Horn Mountains,50765,Valid,H4,91.9,Found,2006.0,33.71333,-113.275,"(33.71333, -113.275)"
5105,Billings,5047,Valid,"Iron, IIIAB",24500.0,Found,1903.0,37.06667,-93.55,"(37.06667, -93.55)"
5124,Bishop Canyon,5058,Valid,"Iron, IVA",8600.0,Found,1912.0,38.0,-108.5,"(38.0, -108.5)"
5125,Bison,5061,Valid,LL6,11000.0,Found,1958.0,38.30667,-99.71,"(38.30667, -99.71)"
5127,Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839.0,35.58333,-82.35,"(35.58333, -82.35)"
5128,Black Rock 001,32765,Valid,L6,152.0,Found,2003.0,40.86717,-119.18352,"(40.86717, -119.18352)"
5129,Blackwater Draw,5067,Valid,H4,1500.0,Found,1979.0,34.20583,-103.22222,"(34.20583, -103.22222)"
5130,Blackwood Creek,5069,Valid,H6,67.0,Found,1998.0,40.5,-101.08333,"(40.5, -101.08333)"
5132,Blakeman,56564,Valid,L4,113.7,Found,1983.0,39.91667,-101.2,"(39.91667, -101.2)"
5134,Bledsoe,5074,Valid,H4,30500.0,Found,1970.0,33.59167,-103.02667,"(33.59167, -103.02667)"
5135,Blithfield,5075,Valid,EL6,1830.0,Found,1910.0,45.5,-77.0,"(45.5, -77.0)"
5136,Blue Eagle,45972,Valid,R3-6,70.0,Found,2006.0,38.66167,-115.51833,"(38.66167, -115.51833)"
5138,Bluebird,30445,Valid,L6,3650.0,Found,2002.0,35.8675,-114.19167,"(35.8675, -114.19167)"
5139,Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,1946.0,35.26667,-107.96667,"(35.26667, -107.96667)"
5140,Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,2000.0,40.2495,-118.93683,"(40.2495, -118.93683)"
5141,Bluewing 002,5080,Valid,H5,23.0,Found,1999.0,40.24148,-118.94763,"(40.24148, -118.94763)"
5143,Bluewing 003,5081,Valid,L6,95.0,Found,1999.0,40.26752,-118.94308,"(40.26752, -118.94308)"
5144,Bluewing 004,5082,Valid,L5,113.0,Found,1999.0,40.27537,-118.9461,"(40.27537, -118.9461)"
5145,Bluewing 005,5083,Valid,L5,7200.0,Found,1999.0,40.28563,-118.94657,"(40.28563, -118.94657)"
5146,Bluewing 006,5084,Valid,L6,355.0,Found,1999.0,40.28338,-118.94808,"(40.28338, -118.94808)"
5147,Bluewing 007,5085,Valid,L4,324.0,Found,1999.0,40.28247,-118.94872,"(40.28247, -118.94872)"
5148,Bluewing 008,5086,Valid,H5,451.7,Found,2001.0,40.27957,-118.94642,"(40.27957, -118.94642)"
5149,Bluewing 029,45959,Valid,H6,83.8,Found,2006.0,40.2628,-118.95912,"(40.2628, -118.95912)"
5150,Bluewing 030,51574,Valid,H5,18.81,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5151,Bluewing 031,51575,Valid,H5,170.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5152,Bluewing 032,54474,Valid,L5,78.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5153,Bluewing 033,51576,Valid,L5,287.44,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5154,Bluewing 034,51577,Valid,H5,34.0,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5155,Bluewing 035,51578,Valid,L6,12.56,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5156,Bluewing 036,51579,Valid,L6,10.47,Found,1999.0,40.26667,-118.93333,"(40.26667, -118.93333)"
5157,Bluewing 037,52962,Valid,H5,37.2,Found,2009.0,40.2819,-118.94693,"(40.2819, -118.94693)"
5158,Bluff (a),5087,Valid,L5,153300.0,Found,1878.0,29.87861,-96.87222,"(29.87861, -96.87222)"
5159,Bluff (b),5088,Valid,L4,16000.0,Found,1917.0,29.86306,-96.92667,"(29.86306, -96.92667)"
5161,Boaz (stone),5091,Valid,H5,1800.0,Found,1968.0,33.65167,-103.70833,"(33.65167, -103.70833)"
5164,Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,"(29.8, -98.8)"
5171,Bonita Springs,5104,Valid,H5,41800.0,Found,1938.0,26.26667,-81.75,"(26.26667, -81.75)"
5172,Bonnie Claire 001,5105,Valid,H5,23.03,Found,1998.0,37.21667,-117.08333,"(37.21667, -117.08333)"
5173,Bonnie Claire 002,5106,Valid,H5,80.8,Found,1998.0,37.21667,-117.08333,"(37.21667, -117.08333)"
5177,Borrego,5115,Valid,L6,2126.0,Found,1930.0,33.26667,-116.38333,"(33.26667, -116.38333)"
5178,Botetourt County,5116,Valid,Iron,500.0,Found,1850.0,37.5,-79.75,"(37.5, -79.75)"
5187,Boulder Mine,52852,Valid,L5,1560.0,Found,2008.0,34.685,-114.323,"(34.685, -114.323)"
5189,Bouse,35487,Valid,L4-6,147.4,Found,2004.0,33.96667,-114.06667,"(33.96667, -114.06667)"
5193,Bowesmont,5124,Valid,L6,2270.0,Found,1962.0,48.68333,-97.16667,"(48.68333, -97.16667)"
5194,Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,"(48.78333, -97.35)"
5197,Brady,5129,Valid,L6,927.0,Found,1937.0,31.05,-99.46667,"(31.05, -99.46667)"
5199,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978.0,41.15333,-96.955,"(41.15333, -96.955)"
5200,Brandon,5132,Valid,L6/7,7580.0,Found,1975.0,40.81,-101.80167,"(40.81, -101.80167)"
5201,Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,"(37.5825, -99.16361)"
5202,Brewster,5137,Valid,L6,17000.0,Found,1940.0,39.25,-101.33333,"(39.25, -101.33333)"
5203,Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890.0,35.71667,-81.86667,"(35.71667, -81.86667)"
5204,Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,1949.0,40.66667,-104.31667,"(40.66667, -104.31667)"
5205,Briscoe,5142,Valid,L5,1773.0,Found,1940.0,34.35,-101.4,"(34.35, -101.4)"
5206,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937.0,36.56667,-82.18333,"(36.56667, -82.18333)"
5208,Broken Bow,5145,Valid,H4,6800.0,Found,1937.0,41.43333,-99.7,"(41.43333, -99.7)"
5210,Bronco,5147,Valid,OC,972.0,Found,1971.0,33.28333,-102.96667,"(33.28333, -102.96667)"
5211,Bronco (b),5148,Valid,OC,101.0,Found,1980.0,33.275,-102.96,"(33.275, -102.96)"
5212,Bronco (c),5149,Valid,OC,53.0,Found,1980.0,33.275,-102.96,"(33.275, -102.96)"
5213,Brownell,5150,Valid,L6,2000.0,Found,1971.0,38.69667,-99.70833,"(38.69667, -99.70833)"
5214,Brownfield (1937),5151,Valid,H3.7,40960.0,Found,1937.0,33.21667,-102.18333,"(33.21667, -102.18333)"
5215,Brownfield (1964),5152,Valid,H5,4100.0,Found,1964.0,33.21667,-102.18333,"(33.21667, -102.18333)"
5216,Brownfield (c),5153,Valid,OC,1550.0,Found,1974.0,33.135,-102.27833,"(33.135, -102.27833)"
5217,Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,1960.0,33.21667,-102.18333,"(33.21667, -102.18333)"
5218,Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405,"(38.295, -121.405)"
5221,Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004.0,34.72453,-114.20883,"(34.72453, -114.20883)"
5222,Buck Mountains 001,35488,Valid,H6,50.0,Found,2004.0,34.73245,-114.22257,"(34.73245, -114.22257)"
5223,Buck Mountains 002,35489,Valid,L6,18.4,Found,2004.0,34.71933,-114.20783,"(34.71933, -114.20783)"
5224,Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005.0,34.7345,-114.21717,"(34.7345, -114.21717)"
5225,Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005.0,34.70108,-114.18845,"(34.70108, -114.18845)"
5226,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007.0,34.70337,-114.19097,"(34.70337, -114.19097)"
5258,Buenaventura,5162,Valid,"Iron, IIIAB",113600.0,Found,1969.0,29.8,-107.55,"(29.8, -107.55)"
5259,Buffalo Gap,51831,Valid,"Iron, IAB-ung",9300.0,Found,2003.0,32.24611,-99.99306,"(32.24611, -99.99306)"
5261,Bunker Hill,54611,Valid,L6,28000.0,Found,2002.0,38.84833,-98.72383,"(38.84833, -98.72383)"
5263,Burdett,5167,Valid,H5,8600.0,Found,1940.0,38.23333,-99.53333,"(38.23333, -99.53333)"
5265,Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,1913.0,32.03333,-99.25,"(32.03333, -99.25)"
5267,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,"(42.75, -75.18333)"
5269,Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003.0,39.86667,-106.88333,"(39.86667, -106.88333)"
5270,Burns Flat,5174,Valid,L6,1987.0,Found,1971.0,35.33333,-99.15,"(35.33333, -99.15)"
5274,Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,"(41.23333, -103.9)"
5275,Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874.0,38.3,-94.36667,"(38.3, -94.36667)"
5279,Caddo County,5192,Valid,"Iron, IAB-ung",18000.0,Found,1987.0,35.0,-98.33333,"(35.0, -98.33333)"
5283,Caldwell,5197,Valid,L-imp melt,12900.0,Found,1961.0,37.03333,-97.625,"(37.03333, -97.625)"
5303,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938.0,36.08333,-92.15,"(36.08333, -92.15)"
5305,Calliham,5201,Valid,L6,40000.0,Found,1958.0,28.41667,-98.25,"(28.41667, -98.25)"
5306,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818.0,43.2,-78.8,"(43.2, -78.8)"
5360,Camp Creek,53490,Valid,H4,3016.0,Found,2009.0,33.88098,-111.78558,"(33.88098, -111.78558)"
5361,Camp Wood,51830,Valid,"Iron, IIIAB",148000.0,Found,,29.7725,-99.875,"(29.7725, -99.875)"
5362,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929.0,37.36667,-85.36667,"(37.36667, -85.36667)"
5366,Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,"(34.2, -84.48333)"
5367,Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,"(34.96667, -101.93333)"
5369,Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875.0,40.9,-123.1,"(40.9, -123.1)"
5370,Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891.0,35.05,-111.03333,"(35.05, -111.03333)"
5371,Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,"(38.18333, -109.88333)"
5376,Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923.0,29.66667,-111.5,"(29.66667, -111.5)"
5379,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000.0,32.91745,-114.767183,"(32.91745, -114.767183)"
5380,Carichic,5270,Valid,H5,17000.0,Found,1983.0,27.93333,-107.05,"(27.93333, -107.05)"
5386,Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.91667, -98.03333)"
5387,Carnegie,5278,Valid,L6,132700.0,Found,1963.0,35.16667,-98.64389,"(35.16667, -98.64389)"
5390,Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,"(36.26667, -85.98333)"
5392,Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,"(32.0, -86.0)"
5393,Casas Grandes,5285,Valid,"Iron, IIIAB",1545000.0,Found,1867.0,30.4,-107.8,"(30.4, -107.8)"
5394,Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877.0,37.25,-85.0,"(37.25, -85.0)"
5395,Cashion,5287,Valid,H4,5896.8,Found,1936.0,35.84778,-97.70333,"(35.84778, -97.70333)"
5400,Cat Mountain,5297,Valid,L5,2700.0,Found,1981.0,32.14833,-111.11167,"(32.14833, -111.11167)"
5435,Cave Creek,5299,Valid,H4,1492.0,Found,1992.0,31.7045,-110.77917,"(31.7045, -110.77917)"
5436,Cavour,5300,Valid,H6,26210.0,Found,1938.0,44.221494,-98.059192,"(44.221494, -98.059192)"
5437,Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937.0,39.7,-98.98333,"(39.7, -98.98333)"
5438,Cedar (Texas),5303,Valid,H4,26000.0,Found,1900.0,29.82806,-96.90861,"(29.82806, -96.90861)"
5439,Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898.0,34.01667,-85.26667,"(34.01667, -85.26667)"
5440,Cee Vee,5305,Valid,H5,3600.0,Found,1959.0,34.2,-100.48333,"(34.2, -100.48333)"
5444,Chamberlin,5317,Valid,H5,2400.0,Found,1941.0,36.2,-102.45,"(36.2, -102.45)"
5445,Chambord,5318,Valid,"Iron, IIIAB",6600.0,Found,1904.0,48.45,-72.06667,"(48.45, -72.06667)"
5447,Chandler,53491,Valid,L6,350.4,Found,2009.0,33.24558,-111.89633,"(33.24558, -111.89633)"
5449,Channing,5324,Valid,H5,15300.0,Found,1936.0,35.71667,-102.28333,"(35.71667, -102.28333)"
5454,Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849.0,34.7,-81.2,"(34.7, -81.2)"
5455,Chicago Valley,44706,Valid,L5,26.0,Found,2004.0,36.00217,-116.19633,"(36.00217, -116.19633)"
5456,Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,"(36.5, -104.2)"
5457,Chico Hills,5347,Valid,H4,8030.0,Found,1951.0,36.0,-104.5,"(36.0, -104.5)"
5458,Chico Mountains,5348,Valid,"Iron, IIAB",212.0,Found,1915.0,29.0,-103.25,"(29.0, -103.25)"
5459,Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929.0,28.66667,-106.11667,"(28.66667, -106.11667)"
5464,Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004.0,33.01222,-114.86667,"(33.01222, -114.86667)"
5466,Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992.0,35.25,-118.09067,"(35.25, -118.09067)"
5467,Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873.0,33.5,-85.66667,"(33.5, -85.66667)"
5468,Chupaderos,5363,Valid,"Iron, IIIAB",24300000.0,Found,1852.0,27.0,-105.1,"(27.0, -105.1)"
5469,Cimarron,5365,Valid,CM2,,Found,1948.0,37.85,-100.35,"(37.85, -100.35)"
5470,Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,"(39.11667, -84.5)"
5471,Circle Back,5367,Valid,L6,2268.0,Found,1977.0,34.02806,-102.68,"(34.02806, -102.68)"
5472,Clarendon (a),5369,Valid,H5,1964.0,Found,1979.0,34.905,-100.91333,"(34.905, -100.91333)"
5473,Clarendon (b),5370,Valid,H5,26.8,Found,1981.0,34.93611,-100.94167,"(34.93611, -100.94167)"
5474,Clareton,5371,Valid,L6,1050.0,Found,1931.0,43.7,-104.7,"(43.7, -104.7)"
5476,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937.0,38.0,-84.16667,"(38.0, -84.16667)"
5477,Claytonville,5375,Valid,L5,15600.0,Found,1964.0,34.34667,-101.49,"(34.34667, -101.49)"
5478,Claytonville (b),5376,Valid,OC,5136.0,Found,1978.0,34.34833,-101.65833,"(34.34833, -101.65833)"
5479,Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907.0,32.31667,-97.41667,"(32.31667, -97.41667)"
5480,Cleo Springs,5378,Valid,H4,24000.0,Found,1960.0,36.43333,-98.43333,"(36.43333, -98.43333)"
5481,Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,"(34.88333, -84.78333)"
5482,Clifford,5380,Valid,L6,11360.0,Found,1962.0,39.1,-103.25833,"(39.1, -103.25833)"
5483,Clinton,5381,Valid,Iron,7700.0,Found,1950.0,36.08333,-84.2,"(36.08333, -84.2)"
5485,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954.0,34.45,-111.36667,"(34.45, -111.36667)"
5486,Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,"(34.3, -103.13472)"
5487,Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,"(34.3, -103.13333)"
5488,Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837.0,28.7,-102.73333,"(28.7, -102.73333)"
5495,Coffeyville,51051,Valid,H5,35900.0,Found,2006.0,37.01667,-95.66667,"(37.01667, -95.66667)"
5496,Colby (Kansas),5394,Valid,H5,2400.0,Found,1940.0,39.41667,-101.05,"(39.41667, -101.05)"
5498,Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923.0,37.26667,-99.33333,"(37.26667, -99.33333)"
5499,Coldwater (stone),5399,Valid,H5,16000.0,Found,1924.0,37.26667,-99.33333,"(37.26667, -99.33333)"
5500,Cole Creek,5400,Valid,H5,16300.0,Found,1991.0,41.35,-99.11667,"(41.35, -99.11667)"
5501,Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,"(35.3, -81.73333)"
5504,Colony,5407,Valid,CO3.0,3912.0,Found,1975.0,35.35,-98.68333,"(35.35, -98.68333)"
5505,Colorado Springs,5408,Valid,Iron,,Found,1950.0,38.83333,-104.83333,"(38.83333, -104.83333)"
5506,Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993.0,46.57056,-117.09861,"(46.57056, -117.09861)"
5507,Columbus,5411,Valid,H5,165.0,Found,1997.0,31.82967,-107.3945,"(31.82967, -107.3945)"
5510,Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,"(32.01667, -98.7)"
5511,Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.99167,-98.65167,"(31.99167, -98.65167)"
5513,Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.683333,"(40.266667, -94.683333)"
5514,Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,"(32.0, -101.5)"
5529,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51667,"(36.16667, -85.51667)"
5532,Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333,"(38.03333, -101.98333)"
5534,Coon Butte,5436,Valid,L6,2750.0,Found,1905.0,35.0,-111.0,"(35.0, -111.0)"
5536,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860.0,36.43333,-87.0,"(36.43333, -87.0)"
5538,Cope,5440,Valid,H5,12000.0,Found,1934.0,39.66667,-102.83333,"(39.66667, -102.83333)"
5539,Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,"(39.68333, -102.845)"
5541,Cordes,44707,Valid,H4,54.5,Found,1998.0,34.30333,-112.16617,"(34.30333, -112.16617)"
5542,Corn,54859,Valid,H5,5176.0,Found,1994.0,35.405,-98.74889,"(35.405, -98.74889)"
5545,Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,"(34.95, -107.16667)"
5547,Cortez,5449,Valid,H6,715.6,Found,1940.0,37.35,-108.68333,"(37.35, -108.68333)"
5548,Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837.0,35.78333,-83.25,"(35.78333, -83.25)"
5550,Costilla Peak,5453,Valid,"Iron, IIIAB",35500.0,Found,1881.0,36.83333,-105.23333,"(36.83333, -105.23333)"
5551,Cotesfield,5454,Valid,L6,1160.0,Found,1928.0,41.36667,-98.63333,"(41.36667, -98.63333)"
5552,Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000.0,38.46483,-105.7015,"(38.46483, -105.7015)"
5553,Cottonwood,5455,Valid,H5,800.0,Found,1955.0,34.83333,-112.01667,"(34.83333, -112.01667)"
5554,Covert,5456,Valid,H5,61000.0,Found,1896.0,39.2,-98.78333,"(39.2, -98.78333)"
5557,Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995.0,35.05017,-116.76683,"(35.05017, -116.76683)"
5558,Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998.0,35.04753,-116.73092,"(35.04753, -116.73092)"
5559,Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998.0,35.08808,-116.75398,"(35.08808, -116.75398)"
5560,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999.0,35.0715,-116.77205,"(35.0715, -116.77205)"
5561,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999.0,35.05605,-116.7763,"(35.05605, -116.7763)"
5562,Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999.0,35.09373,-116.76343,"(35.09373, -116.76343)"
5563,Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999.0,35.07667,-116.74667,"(35.07667, -116.74667)"
5564,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999.0,35.05242,-116.7667,"(35.05242, -116.7667)"
5565,Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999.0,35.05878,-116.773,"(35.05878, -116.773)"
5566,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.05817,-116.7743,"(35.05817, -116.7743)"
5567,Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999.0,35.03815,-116.7531,"(35.03815, -116.7531)"
5568,Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999.0,35.07402,-116.76117,"(35.07402, -116.76117)"
5569,Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999.0,35.05073,-116.76698,"(35.05073, -116.76698)"
5570,Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999.0,35.04625,-116.73547,"(35.04625, -116.73547)"
5571,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,"(35.05865, -116.76872)"
5572,Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999.0,35.05847,-116.769,"(35.05847, -116.769)"
5573,Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999.0,35.0501,-116.74443,"(35.0501, -116.74443)"
5574,Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999.0,35.03815,-116.7531,"(35.03815, -116.7531)"
5575,Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999.0,35.05893,-116.76872,"(35.05893, -116.76872)"
5576,Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999.0,35.05947,-116.7685,"(35.05947, -116.7685)"
5577,Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000.0,35.06917,-116.7502,"(35.06917, -116.7502)"
5578,Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000.0,35.06785,-116.7494,"(35.06785, -116.7494)"
5579,Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000.0,35.07028,-116.74847,"(35.07028, -116.74847)"
5580,Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000.0,35.0925,-116.76083,"(35.0925, -116.76083)"
5581,Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000.0,35.05283,-116.76645,"(35.05283, -116.76645)"
5582,Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000.0,35.05283,-116.76538,"(35.05283, -116.76538)"
5583,Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000.0,35.06725,-116.74853,"(35.06725, -116.74853)"
5584,Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001.0,35.05602,-116.72368,"(35.05602, -116.72368)"
5585,Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001.0,35.05607,-116.72365,"(35.05607, -116.72365)"
5586,Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001.0,35.07362,-116.76372,"(35.07362, -116.76372)"
5587,Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001.0,35.06847,-116.76905,"(35.06847, -116.76905)"
5588,Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001.0,35.05865,-116.76872,"(35.05865, -116.76872)"
5589,Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002.0,35.06152,-116.76295,"(35.06152, -116.76295)"
5590,Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002.0,35.07802,-116.76777,"(35.07802, -116.76777)"
5591,Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002.0,35.07,-116.77,"(35.07, -116.77)"
5592,Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002.0,35.05835,-116.77403,"(35.05835, -116.77403)"
5593,Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002.0,35.06888,-116.76197,"(35.06888, -116.76197)"
5594,Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002.0,35.05475,-116.75432,"(35.05475, -116.75432)"
5595,Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003.0,35.05452,-116.73005,"(35.05452, -116.73005)"
5596,Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004.0,35.08838,-116.75283,"(35.08838, -116.75283)"
5597,Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003.0,35.05717,-116.7205,"(35.05717, -116.7205)"
5598,Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004.0,35.04008,-116.75553,"(35.04008, -116.75553)"
5599,Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004.0,35.03842,-116.75818,"(35.03842, -116.75818)"
5600,Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004.0,35.08958,-116.75007,"(35.08958, -116.75007)"
5601,Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004.0,35.05628,-116.73377,"(35.05628, -116.73377)"
5602,Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004.0,35.08758,-116.74603,"(35.08758, -116.74603)"
5603,Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006.0,35.05902,-116.76892,"(35.05902, -116.76892)"
5604,Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006.0,35.05122,-116.76742,"(35.05122, -116.76742)"
5605,Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006.0,35.07118,-116.77162,"(35.07118, -116.77162)"
5606,Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006.0,35.0742,-116.7637,"(35.0742, -116.7637)"
5607,Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009.0,35.0751,-116.75038,"(35.0751, -116.75038)"
5608,Coyote Mountains,5459,Valid,H5,23.04,Found,1998.0,31.91667,-111.5,"(31.91667, -111.5)"
